#:unix_secs,unix_nsecs,sysuptime,exaddr,dpkts,doctets,first,last,engine_type,engine_id,srcaddr,dstaddr,nexthop,input,output,srcport,dstport,prot,tos,tcp_flags,src_mask,dst_mask,src_as,dst_as
1705047215,604645,9102116,140.30.20.1,1,60,9076548,9076548,0,0,52.98.163.54,140.30.20.2,0.0.0.0,456,456,587,35408,6,0,18,0,0,0,0
1705047215,604645,9102116,140.30.20.1,24,2957,9074792,9076216,0,0,152.148.48.6,52.98.163.54,140.30.20.2,456,456,35406,587,6,0,27,0,0,0,0
1705047215,604645,9102116,140.30.20.1,31,3830,9058560,9075312,0,0,152.148.48.6,52.97.168.198,140.30.20.2,456,456,59394,587,6,0,27,0,0,0,0
1705047215,604645,9102116,140.30.20.1,1,60,9081416,9081416,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,587,52966,6,0,18,0,0,0,0
1705047215,604645,9102116,140.30.20.1,19,6394,9063896,9080992,0,0,52.97.168.198,140.30.20.2,0.0.0.0,456,456,778,37412,6,0,25,0,0,0,0
1705047215,604645,9102116,140.30.20.1,1,88,9078888,9078888,0,0,140.30.20.3,52.98.163.38,140.30.20.2,65535,456,0,1281,1,192,0,0,0,0,0
1705047215,604645,9102116,140.30.20.1,17,6163,9076564,9083984,0,0,52.98.163.54,140.30.20.2,0.0.0.0,456,456,783,34776,6,0,25,0,0,0,0
1705047215,604645,9102116,140.30.20.1,20,6538,9074932,9081464,0,0,52.98.163.54,140.30.20.2,0.0.0.0,456,456,998,40648,6,0,25,0,0,0,0
1705047215,604645,9102116,140.30.20.1,1,60,9086880,9086880,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,587,59158,6,0,18,0,0,0,0
1705047215,604645,9102116,140.30.20.1,20,6449,9078912,9086928,0,0,52.98.163.38,140.30.20.2,0.0.0.0,456,456,625,55672,6,0,25,0,0,0,0
1705047215,604645,9102116,140.30.20.1,28,3281,9078868,9086928,0,0,152.148.48.6,52.98.163.38,140.30.20.2,456,456,55672,587,6,0,27,0,0,0,0
1705047215,604645,9102116,140.30.20.1,26,7033,9083960,9087080,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,830,59150,6,0,25,0,0,0,0
1705047215,604645,9102116,140.30.20.1,25,6981,9083960,9087084,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,959,40726,6,0,25,0,0,0,0
1705047250,134764,9136644,140.30.20.1,33,3980,9083912,9087084,0,0,152.148.48.5,40.101.92.22,140.30.20.2,456,456,40726,587,6,0,27,0,0,0,0
1705047250,134764,9136644,140.30.20.1,35,4155,9083912,9087080,0,0,152.148.48.6,40.101.92.22,140.30.20.2,456,456,59150,587,6,0,27,0,0,0,0
1705047250,134764,9136644,140.30.20.1,22,8175,9080964,9090028,0,0,52.97.168.198,140.30.20.2,0.0.0.0,456,456,629,52868,6,0,25,0,0,0,0
1705047250,134764,9136644,140.30.20.1,32,3411,9080900,9090028,0,0,152.148.48.4,52.97.168.198,140.30.20.2,456,456,52868,587,6,0,27,0,0,0,0
1705047250,134764,9136644,140.30.20.1,1,60,9089980,9089980,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,587,52976,6,0,18,0,0,0,0
1705047250,134764,9136644,140.30.20.1,23,6732,9081440,9100168,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,807,52966,6,0,25,0,0,0,0
1705047250,134764,9136644,140.30.20.1,30,3350,9086860,9100160,0,0,152.148.48.6,40.101.92.22,140.30.20.2,456,456,59158,587,6,0,27,0,0,0,0
1705047250,134764,9136644,140.30.20.1,33,3952,9083920,9100168,0,0,152.148.48.5,40.101.92.22,140.30.20.2,456,456,40728,587,6,0,27,0,0,0,0
1705047250,134764,9136644,140.30.20.1,1,60,9100116,9100116,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,587,44732,6,0,18,0,0,0,0
1705047250,134764,9136644,140.30.20.1,17,6224,9100144,9101048,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,809,51656,6,0,25,0,0,0,0
1705047250,134764,9136644,140.30.20.1,28,3191,9081396,9100172,0,0,152.148.48.4,40.101.92.22,140.30.20.2,456,456,52966,587,6,0,27,0,0,0,0
1705047250,134764,9136644,140.30.20.1,21,2779,9100096,9101076,0,0,152.148.48.6,40.101.92.22,140.30.20.2,456,456,44732,587,6,0,27,0,0,0,0
1705047250,134764,9136644,140.30.20.1,1,60,9100120,9100120,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,587,51656,6,0,18,0,0,0,0
1705047250,134764,9136644,140.30.20.1,24,6909,9086904,9100160,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,770,59158,6,0,25,0,0,0,0
1705047250,134764,9136644,140.30.20.1,1,60,9100120,9100120,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,587,46100,6,0,18,0,0,0,0
1705047250,134764,9136644,140.30.20.1,17,6224,9100144,9101048,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,797,46100,6,0,25,0,0,0,0
1705047250,134764,9136644,140.30.20.1,21,2779,9100100,9101048,0,0,152.148.48.4,40.101.92.22,140.30.20.2,456,456,46100,587,6,0,27,0,0,0,0
1705047250,134764,9136644,140.30.20.1,1,60,9101252,9101252,0,0,52.98.159.22,140.30.20.2,0.0.0.0,456,456,587,53442,6,0,18,0,0,0,0
1705047250,134764,9136644,140.30.20.1,25,6920,9083964,9100168,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,958,40728,6,0,25,0,0,0,0
1705047250,134764,9136644,140.30.20.1,1,88,9101252,9101252,0,0,140.30.20.3,52.98.159.22,140.30.20.2,65535,456,0,1281,1,192,0,0,0,0,0
1705047250,134764,9136644,140.30.20.1,21,2779,9100100,9101048,0,0,152.148.48.5,40.101.92.22,140.30.20.2,456,456,51656,587,6,0,27,0,0,0,0
1705047250,134764,9136644,140.30.20.1,17,6224,9100140,9101068,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,715,44732,6,0,25,0,0,0,0
1705047250,134764,9136644,140.30.20.1,1,60,9111320,9111320,0,0,52.98.163.54,140.30.20.2,0.0.0.0,456,456,587,32874,6,0,18,0,0,0,0
1705047250,134764,9136644,140.30.20.1,1,60,9111316,9111316,0,0,52.98.163.54,140.30.20.2,0.0.0.0,456,456,587,32868,6,0,18,0,0,0,0
1705047250,134764,9136644,140.30.20.1,22,2827,9101228,9111368,0,0,152.148.48.4,52.98.159.22,140.30.20.2,456,456,53442,587,6,0,27,0,0,0,0
1705047250,134764,9136644,140.30.20.1,22,2824,9089960,9111368,0,0,152.148.48.4,40.101.92.22,140.30.20.2,456,456,52976,587,6,0,27,0,0,0,0
1705047250,134764,9136644,140.30.20.1,17,6163,9090008,9111368,0,0,40.101.92.22,140.30.20.2,0.0.0.0,456,456,976,52976,6,0,25,0,0,0,0
1705047250,134764,9136644,140.30.20.1,19,6599,9101272,9111368,0,0,52.98.159.22,140.30.20.2,0.0.0.0,456,456,760,53442,6,0,25,0,0,0,0
1705047250,134764,9136644,140.30.20.1,1,88,9111316,9111316,0,0,140.30.20.3,52.98.163.54,140.30.20.2,65535,456,0,1281,1,192,0,0,0,0,0
1705047250,134764,9136644,140.30.20.1,1,60,9121564,9121564,0,0,52.98.200.246,140.30.20.2,0.0.0.0,456,456,587,52116,6,0,18,0,0,0,0
1705047313,176818,9199688,140.30.20.1,22,2827,9112696,9121460,0,0,152.148.48.4,52.98.200.214,140.30.20.2,456,456,37606,587,6,0,27,0,0,0,0
1705047313,176818,9199688,140.30.20.1,1,88,9121564,9121564,0,0,140.30.20.3,52.98.200.246,140.30.20.2,65535,456,0,1281,1,192,0,0,0,0,0
1705047313,176818,9199688,140.30.20.1,19,6599,9112744,9121460,0,0,52.98.200.214,140.30.20.2,0.0.0.0,456,456,700,37606,6,0,25,0,0,0,0
1705047313,176818,9199688,140.30.20.1,18,6274,9111344,9121336,0,0,52.98.163.54,140.30.20.2,0.0.0.0,456,456,672,32868,6,0,25,0,0,0,0
1705047313,176818,9199688,140.30.20.1,1,60,9121412,9121412,0,0,52.97.168.198,140.30.20.2,0.0.0.0,456,456,587,59702,6,0,18,0,0,0,0
1705047313,176818,9199688,140.30.20.1,18,6335,9111344,9112552,0,0,52.98.163.54,140.30.20.2,0.0.0.0,456,456,787,32874,6,0,25,0,0,0,0
1705047313,176818,9199688,140.30.20.1,1,88,9112720,9112720,0,0,140.30.20.3,52.98.200.214,140.30.20.2,65535,456,0,1281,1,192,0,0,0,0,0
1705047313,176818,9199688,140.30.20.1,1,88,9121412,9121412,0,0,140.30.20.3,52.97.168.198,140.30.20.2,65535,456,0,1281,1,192,0,0,0,0,0
1705047313,176818,9199688,140.30.20.1,24,2947,9111296,9112552,0,0,152.148.48.4,52.98.163.54,140.30.20.2,456,456,32874,587,6,0,27,0,0,0,0
1705047313,176818,9199688,140.30.20.1,1,60,9112720,9112720,0,0,52.98.200.214,140.30.20.2,0.0.0.0,456,456,587,37606,6,0,18,0,0,0,0
1705047313,176818,9199688,140.30.20.1,24,2919,9111292,9121336,0,0,152.148.48.4,52.98.163.54,140.30.20.2,456,456,32868,587,6,0,27,0,0,0,0
1705047313,176818,9199688,140.30.20.1,17,6224,9121584,9122468,0,0,52.98.200.246,140.30.20.2,0.0.0.0,456,456,669,52116,6,0,25,0,0,0,0
1705047313,176818,9199688,140.30.20.1,19,2659,9121388,9123052,0,0,152.148.48.4,52.97.168.198,140.30.20.2,456,456,59702,587,6,0,26,0,0,0,0
1705047313,176818,9199688,140.30.20.1,16,6277,9121436,9123048,0,0,52.97.168.198,140.30.20.2,0.0.0.0,456,456,797,59702,6,0,24,0,0,0,0
1705047313,176818,9199688,140.30.20.1,21,2779,9121540,9122468,0,0,152.148.48.4,52.98.200.246,140.30.20.2,456,456,52116,587,6,0,27,0,0,0,0
1705047313,176818,9199688,140.30.20.1,2,120,9141292,9141292,0,0,52.98.200.246,140.30.20.2,0.0.0.0,456,456,587,58384,6,0,18,0,0,0,0
1705047313,176818,9199688,140.30.20.1,2,104,9143224,9143248,0,0,152.148.48.4,52.97.168.198,140.30.20.2,456,456,59702,587,6,0,17,0,0,0,0
1705047313,176818,9199688,140.30.20.1,1,88,9141292,9141292,0,0,140.30.20.3,52.98.200.246,140.30.20.2,65535,456,0,1281,1,192,0,0,0,0,0
1705047313,176818,9199688,140.30.20.1,2,104,9143248,9143248,0,0,52.97.168.198,140.30.20.2,0.0.0.0,456,456,797,59702,6,0,17,0,0,0,0
1705047313,176818,9199688,140.30.20.1,1,60,9159124,9159124,0,0,40.101.93.230,140.30.20.2,0.0.0.0,456,456,587,40586,6,0,18,0,0,0,0
1705047313,176818,9199688,140.30.20.1,19,6599,9143224,9159168,0,0,52.98.200.246,140.30.20.2,0.0.0.0,456,456,924,58384,6,0,25,0,0,0,0
1705047313,176818,9199688,140.30.20.1,1,88,9159124,9159124,0,0,140.30.20.3,40.101.93.230,140.30.20.2,65535,456,0,1281,1,192,0,0,0,0,0
1705047313,176818,9199688,140.30.20.1,24,2931,9141264,9159168,0,0,152.148.48.4,52.98.200.246,140.30.20.2,456,456,58384,587,6,0,27,0,0,0,0
1705047313,176818,9199688,140.30.20.1,25,2971,9159100,9170708,0,0,152.148.48.4,40.101.93.230,140.30.20.2,456,456,40586,587,6,0,27,0,0,0,0
1705047313,176818,9199688,140.30.20.1,1,60,9170660,9170660,0,0,52.98.200.230,140.30.20.2,0.0.0.0,456,456,587,58262,6,0,18,0,0,0,0
1705047313,176818,9199688,140.30.20.1,1,88,9170660,9170660,0,0,140.30.20.3,52.98.200.230,140.30.20.2,65535,456,0,1281,1,192,0,0,0,0,0
1705047313,176818,9199688,140.30.20.1,18,6274,9159144,9170708,0,0,40.101.93.230,140.30.20.2,0.0.0.0,456,456,733,40586,6,0,25,0,0,0,0
1705047313,176818,9199688,140.30.20.1,1,88,9181012,9181012,0,0,140.30.20.3,140.30.20.4,0.0.0.0,65535,456,0,1281,1,192,0,0,0,0,0
1705047313,176818,9199688,140.30.20.1,23,2879,9170636,9180456,0,0,152.148.48.4,52.98.200.230,140.30.20.2,456,456,58262,587,6,0,27,0,0,0,0
1705047313,176818,9199688,140.30.20.1,20,6651,9170684,9180484,0,0,52.98.200.230,140.30.20.2,0.0.0.0,456,456,832,58262,6,0,25,0,0,0,0
1705047337,712613,9224224,140.30.20.1,12,2301,9181012,9188992,0,0,140.30.20.4,140.30.20.2,0.0.0.0,456,456,22,44080,6,0,26,0,0,0,0
1705047337,712613,9224224,140.30.20.1,13,2253,9181012,9188992,0,0,152.148.48.254,140.30.20.4,0.0.0.0,456,456,44080,22,6,0,26,0,0,0,0
1705047399,200385,9285712,140.30.20.1,6,884,9208804,9209264,0,0,140.30.20.4,140.30.20.2,0.0.0.0,456,456,22,44080,6,0,24,0,0,0,0
1705047399,200385,9285712,140.30.20.1,5,520,9208804,9209264,0,0,152.148.48.254,140.30.20.4,0.0.0.0,456,456,44080,22,6,0,24,0,0,0,0
1705047399,200385,9285712,140.30.20.1,11,1800,9209264,9224224,0,0,140.30.20.4,140.30.20.2,0.0.0.0,456,456,22,44080,6,16,24,0,0,0,0
1705047399,200385,9285712,140.30.20.1,12,1072,9209264,9224224,0,0,152.148.48.254,140.30.20.4,0.0.0.0,456,456,44080,22,6,16,24,0,0,0,0
1705047399,200385,9285712,140.30.20.1,10,1100,9244248,9249320,0,0,140.30.20.4,140.30.20.2,0.0.0.0,456,456,22,44080,6,16,24,0,0,0,0
1705047399,200385,9285712,140.30.20.1,14,988,9244248,9249320,0,0,152.148.48.254,140.30.20.4,0.0.0.0,456,456,44080,22,6,16,24,0,0,0,0
1705047449,826883,9336336,140.30.20.1,5,524,9278768,9278780,0,0,140.30.20.4,140.30.20.2,0.0.0.0,456,456,22,44080,6,16,25,0,0,0,0
1705047449,826883,9336336,140.30.20.1,8,556,9278768,9278780,0,0,152.148.48.254,140.30.20.4,0.0.0.0,456,456,44080,22,6,16,25,0,0,0,0
1705047449,826883,9336336,140.30.20.1,18,2773,9286480,9299536,0,0,152.148.48.254,140.30.20.2,0.0.0.0,456,456,55540,22,6,0,26,0,0,0,0
1705047486,629239,9373140,140.30.20.1,19,3422,9332972,9336380,0,0,140.30.20.3,140.30.20.2,0.0.0.0,65535,456,22,38238,6,0,26,0,0,0,0
1705047486,629239,9373140,140.30.20.1,18,2773,9332972,9336380,0,0,140.30.20.2,140.30.20.3,0.0.0.0,456,65535,38238,22,6,0,26,0,0,0,0
1705047486,629239,9373140,140.30.20.1,34,2512,9299536,9337448,0,0,152.148.48.254,140.30.20.2,0.0.0.0,456,456,55540,22,6,16,24,0,0,0,0
1705047486,629239,9373140,140.30.20.1,7,1432,9336672,9337448,0,0,140.30.20.3,140.30.20.2,0.0.0.0,65535,456,22,38238,6,16,24,0,0,0,0
1705047486,629239,9373140,140.30.20.1,8,792,9336380,9337448,0,0,140.30.20.2,140.30.20.3,0.0.0.0,456,65535,38238,22,6,16,24,0,0,0,0
